Product_Name,Stars,Ratings,Reviews,CurrentPrice,MRP,Processor,RAM,Storage,ImageURL
Lenovo IdeaPad Gaming 3 Ryzen 5 Hexa Core 5600H,4.2,95,12,₹53990,₹89490,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,1 TB HDD|256 GB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/v/k/d/14iau7-gaming-laptop-lenovo-original-imaghnq4zafgebtu.jpeg?q=70
HP Victus Core i7 12th Gen,3.9,8,1,₹95555,₹103483,Intel Core i7 Processor (12th Gen),8 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/l5bd5zk0/computer/o/l/w/15-fa0353tx-gaming-laptop-hp-original-imaggytdx6zpv6qg.jpeg?q=70
HP Victus Ryzen 5 Hexa Core 5600H,4.7,6,0,₹65990,₹82961,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/l5bd5zk0/computer/l/e/k/15-fb0040ax-gaming-laptop-hp-original-imaggyuezf9qtypd.jpeg?q=70
HP 15s (2023) Intel Core i5 13th Gen,0,0,0,₹67990,₹78477,Intel Core i5 Processor (13th Gen),8 GB DDR4 RAM,1 TB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/l/a/k/-original-imagpgzsxhpbyszz.jpeg?q=70
Lenovo IdeaPad Gaming 3 Ryzen 5 Hexa Core AMD R5,4.4,171,20,₹68990,₹99640,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/ks99aq80/computer/y/z/7/na-gaming-laptop-lenovo-original-imag5ve3jvhgvsnx.jpeg?q=70
HP Pavilion (2023) Eyesafe Intel Core i7 12th Gen,4.3,38,2,₹90490,₹101793,Intel Core i7 Processor (12th Gen),16 GB DDR4 RAM,1 TB SSD,https://rukminim1.flixcart.com/image/312/312/l2hwwi80/computer/9/5/2/eg2036tu-thin-and-light-laptop-hp-original-imagduyqdgd5gtas.jpeg?q=70
APPLE 2020 Macbook Air M1,4.6,1170,126,₹109990,₹117900,Apple M1 Processor,8 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/khdqnbk0/computer/s/2/g/apple-original-imafxfyqykyghjg6.jpeg?q=70
HP Pavilion Aero (2023) Ryzen 5 Hexa Core 7535U,4.5,39,5,₹68490,₹80314,AMD Ryzen 5 Hexa Core Processor,16 GB LPDDR5 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/5/w/z/13-be2046au-thin-and-light-laptop-hp-original-imagnh4nzg7fahsb.jpeg?q=70
Lenovo Legion 5 Ryzen 7 Octa Core 5800H,4.1,26,5,₹104990,₹162290,AMD Ryzen 7 Octa Core Processor,16 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/k/0/v/15ach6h-gaming-laptop-lenovo-original-imagheh6fngdnzav.jpeg?q=70
HP Core i7 12th Gen,0,0,0,₹199999,₹232324,Intel Core i7 Processor (12th Gen),32 GB DDR5 RAM,1 TB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/o/j/i/17-ck1022tx-gaming-laptop-hp-original-imagg24gfaewgdzf.jpeg?q=70
MSI Core i7 13th Gen,0,0,0,₹144990,₹165990,Intel Core i7 Processor (13th Gen),16 GB LPDDR5 RAM,1 TB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/n/a/n/summit-e13flipevo-a13mt-226in-thin-and-light-laptop-msi-original-imagnjymz4ypmtyy.jpeg?q=70
MSI Core i5 13th Gen,0,0,0,₹56990,₹70990,Intel Core i5 Processor (13th Gen),8 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/w/f/2/-original-imagnqmwqyhgztv3.jpeg?q=70
Lenovo IdeaPad Ryzen 7 Octa Core 5800H,4.4,75,8,₹72990,₹116090,AMD Ryzen 7 Octa Core Processor,16 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/kynb6vk0/computer/k/j/a/-original-imagaufne7h4hgbz.jpeg?q=70
HP Omen Ryzen 7 Octa Core 6800H,0,0,0,₹122560,0,AMD Ryzen 7 Octa Core Processor,16 GB DDR5 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/c/s/a/16-n0049ax-gaming-laptop-hp-original-imaghwptyggvfjjd.jpeg?q=70
HP Spectre x360 (2023) OLED Eyesafe Intel Evo Core i7 13th Gen,0,0,0,₹182990,₹213582,Intel Core i7 Processor (13th Gen),32 GB DDR4 RAM,1 TB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/y/b/2/-original-imagjmhqndcxs6yg.jpeg?q=70
HP Spectre x360 (2023) Eyesafe Intel Evo Core i7 13th Gen,0,0,0,₹144990,₹168617,Intel Core i7 Processor (13th Gen),16 GB DDR4 RAM,1 TB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/y/b/2/-original-imagjmhqndcxs6yg.jpeg?q=70
Primebook 4G Android Based MediaTek MT8788,4.1,650,217,₹16990,₹24990,MediaTek MediaTek MT8788 Processor,4 GB LPDDR4 RAM,29.46 cm (11.6 Inch) Display,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/i/j/k/-original-imagzzsh3afavghf.jpeg?q=70
MSI Core i5 12th Gen,0,0,0,₹76990,₹95990,Intel Core i5 Processor (12th Gen),8 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/kt1u3rk0/computer/v/x/u/katana-gf66-11ud-thin-and-light-laptop-msi-original-imag6hgucfpqacvt.jpeg?q=70
HP Spectre Eyesafe Intel Evo Core i7 12th Gen,4,4,1,₹129990,₹146135,Intel Core i7 Processor (12th Gen),16 GB LPDDR4X RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/h/s/n/spectre-x360-13-notebook-hp-original-imagg4fa4ng9axqx.jpeg?q=70
HP 15s (2023) Ryzen 5 Quad Core 7520U,0,0,0,₹53499,₹62527,AMD Ryzen 5 Quad Core Processor,16 GB LPDDR5 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/c/w/5/-original-imagpecqk6gdp9dh.jpeg?q=70
Primebook 4G Android Based MediaTek MT8788,4,131,51,₹18990,₹24990,MediaTek MediaTek MT8788 Processor,4 GB LPDDR4 RAM,29.46 cm (11.6 Inch) Display,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/i/j/k/-original-imagzzsh3afavghf.jpeg?q=70
MSI Modern 14 Core i7 11th Gen,4.6,24,5,₹75990,₹89990,Intel Core i7 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/klzhq4w0/computer/s/k/x/na-thin-and-light-laptop-msi-original-imagyzpcazfbmhjp.jpeg?q=70
MSI Core i5 11th Gen,4.3,440,37,₹63990,₹80990,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,1 TB HDD|256 GB SSD,https://rukminim1.flixcart.com/image/312/312/l2qhjm80/computer/l/t/g/gf63-thin-11uc-867in-gaming-laptop-msi-original-imageyk5hzuthuyf.jpeg?q=70
HP 15s (2023) Intel Core i7 13th Gen,0,0,0,₹91141,0,Intel Core i7 Processor (13th Gen),16 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/s/l/p/-original-imagpgzsdjrdhbyr.jpeg?q=70
Lenovo IdeaPad Gaming 3 Ryzen 5 Hexa Core AMD R5,4.4,171,20,₹68990,₹99640,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/ks99aq80/computer/y/z/7/na-gaming-laptop-lenovo-original-imag5ve3jvhgvsnx.jpeg?q=70
HP Pavilion Intel Core i3 11th Gen,4.3,39,4,₹53400,₹63361,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/l2tcfbk0/computer/i/y/t/14-dy1050tu-thin-and-light-laptop-hp-original-image2tcbjscezyj.jpeg?q=70
MSI Core i7 13th Gen,4,4,2,₹139990,₹165990,Intel Core i7 Processor (13th Gen),16 GB DDR5 RAM,1 TB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/s/n/d/katana-17-b13vfk-253in-gaming-laptop-msi-original-imagmmhgf9gjkhzf.jpeg?q=70
HP 15s (2023) Intel Core i5 13th Gen,0,0,0,₹76198,0,Intel Core i5 Processor (13th Gen),16 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/e/i/f/-original-imagpgzsk7rxgrrh.jpeg?q=70
Lenovo IdeaPad Gaming 3 Ryzen 5 Hexa Core 5600H,4.2,95,12,₹53990,₹89490,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,1 TB HDD|256 GB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/v/k/d/14iau7-gaming-laptop-lenovo-original-imaghnq4zafgebtu.jpeg?q=70
HP OMEN Ryzen 5 Hexa Core AMD R5,3.9,8,0,₹70990,₹87716,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/kzn17680/computer/1/i/z/-original-imagbhzqahdzyx4e.jpeg?q=70
HP Victus Ryzen 5 Hexa Core 5600H,4.3,27,3,₹59490,₹70070,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/l5bd5zk0/computer/l/e/k/15-fb0040ax-gaming-laptop-hp-original-imaggyuezf9qtypd.jpeg?q=70
HP Victus Ryzen 5 Hexa Core 5600H,4.2,108,8,₹57990,₹77595,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/l5bd5zk0/computer/l/e/k/15-fb0040ax-gaming-laptop-hp-original-imaggyuezf9qtypd.jpeg?q=70
Lenovo Legion 5 Ryzen 7 Octa Core 5800H,4.1,26,5,₹104990,₹162290,AMD Ryzen 7 Octa Core Processor,16 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/k/0/v/15ach6h-gaming-laptop-lenovo-original-imagheh6fngdnzav.jpeg?q=70
HP Pavilion Aero (2023) Ryzen 7 Octa Core 7735U,4.8,20,1,₹78490,₹91616,AMD Ryzen 7 Octa Core Processor,16 GB LPDDR5 RAM,1 TB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/5/w/z/13-be2046au-thin-and-light-laptop-hp-original-imagnh4nzg7fahsb.jpeg?q=70
HP Omen Core i5 7th Gen,0,0,0,₹87490,₹102551,Pre-installed Genuine Windows 10 Operating System (Includes Built-in Security, Free Automated Updates, Latest Features),Intel Core i5 Processor (7th Gen),64 bit Windows 10 Operating System,https://rukminim1.flixcart.com/image/312/312/j6xxgnk0/computer/9/j/k/hp-gaming-laptop-original-imaexaznx4sdxhac.jpeg?q=70
SAMSUNG Galaxy Book2 Core i5 12th Gen,4.5,95,13,₹69990,₹88990,Intel Core i5 Processor (12th Gen),16 GB LPDDR4X RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/l37mtu80/computer/o/o/w/np750xee-xb1in-thin-and-light-laptop-samsung-original-imagednvzzu7t23v.jpeg?q=70
Lenovo Legion Ryzen 7 Octa Core 5800H,4.7,9,0,₹84990,₹120290,AMD Ryzen 7 Octa Core Processor,16 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/0/x/z/15ach6-gaming-laptop-lenovo-original-imaghnqezskfgzas.jpeg?q=70
HP Victus Core i5 12th Gen,4.2,11,3,₹67140,₹87900,Intel Core i5 Processor (12th Gen),8 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/l5bd5zk0/computer/o/l/w/15-fa0353tx-gaming-laptop-hp-original-imaggytdx6zpv6qg.jpeg?q=70
HP OMEN Ryzen 7 Octa Core AMD R7,4,12,1,₹114990,₹140347,AMD Ryzen 7 Octa Core Processor,16 GB DDR4 RAM,1 TB SSD,https://rukminim1.flixcart.com/image/312/312/kzn17680/computer/1/i/z/-original-imagbhzqahdzyx4e.jpeg?q=70
HP Core i5 12th Gen,0,0,0,₹76900,₹99500,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/i/q/r/victus-15-fa-gaming-laptop-hp-original-imagpyfc64s6wwpb.jpeg?q=70
Primebook 4G Android Based MediaTek MT8788,4.1,650,217,₹16990,₹24990,MediaTek MediaTek MT8788 Processor,4 GB LPDDR4 RAM,29.46 cm (11.6 Inch) Display,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/i/j/k/-original-imagzzsh3afavghf.jpeg?q=70
HP Pavilion Ryzen 5 Hexa Core 5500U,4.4,587,74,₹52999,₹67931,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/p/u/f/-original-imagp8xzzgzhf22u.jpeg?q=70
HP Core i7 13th Gen,0,0,0,₹90500,₹104000,Intel Core i7 Processor (13th Gen),16 GB DDR5 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/s/c/p/pavilion-x360-2-in-1-2-in-1-laptop-hp-original-imagpjv5vncef844.jpeg?q=70
HP Core i5 12th Gen,0,0,0,₹61380,₹71641,Intel Core i5 Processor (12th Gen),8 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/i/1/u/-original-imagp8xz5gyyut2y.jpeg?q=70
Primebook 4G Android Based MediaTek MT8788,4,131,51,₹18990,₹24990,MediaTek MediaTek MT8788 Processor,4 GB LPDDR4 RAM,29.46 cm (11.6 Inch) Display,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/i/j/k/-original-imagzzsh3afavghf.jpeg?q=70
HP Pavilion Ryzen 7 Octa Core 5825U,4.3,27,2,₹68999,₹85000,AMD Ryzen 7 Octa Core Processor,16 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/y/v/r/-original-imagp8xyguefuguw.jpeg?q=70
HP 15s Intel Core i5 12th Gen,3.9,53,6,₹61000,₹68537,Intel Core i5 Processor (12th Gen),8 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/l45xea80/computer/e/x/b/-original-imagf4ghfjtdpb3z.jpeg?q=70
HP Spectre Core i7 12th Gen,0,0,0,₹147499,₹174237,Intel Core i7 Processor (12th Gen),16 GB LPDDR4X RAM,1 TB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/h/s/n/spectre-x360-13-notebook-hp-original-imagg4fa4ng9axqx.jpeg?q=70
Lenovo IdeaPad Gaming 3 Ryzen 5 Hexa Core AMD R5,4.4,171,20,₹68990,₹99640,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/ks99aq80/computer/y/z/7/na-gaming-laptop-lenovo-original-imag5ve3jvhgvsnx.jpeg?q=70
HP Pavilion Aero Ryzen 5 Hexa Core 5600U,4.2,149,24,₹78000,₹89200,AMD Ryzen 5 Hexa Core Processor,16 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/ks99aq80/computer/t/i/q/13-be0030au-thin-and-light-laptop-hp-original-imag5ve48nfchxnf.jpeg?q=70
HP Victus Core i5 12th Gen,4,4,0,₹76000,₹90058,Intel Core i5 Processor (12th Gen),8 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/l5bd5zk0/computer/o/l/w/15-fa0353tx-gaming-laptop-hp-original-imaggytdx6zpv6qg.jpeg?q=70
HP Core i5 13th Gen,0,0,0,₹72999,₹85999,Intel Core i5 Processor (13th Gen),16 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/e/i/f/-original-imagpgzsk7rxgrrh.jpeg?q=70
Lenovo IdeaPad Gaming 3 Ryzen 5 Hexa Core 5600H,4.2,95,12,₹53990,₹89490,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,1 TB HDD|256 GB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/v/k/d/14iau7-gaming-laptop-lenovo-original-imaghnq4zafgebtu.jpeg?q=70
HP Pavilion Plus Creator Eyesafe (2023) Intel Core i5 12th Gen,0,0,0,₹80070,₹88122,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/a/e/s/14-eh0025tu-thin-and-light-laptop-hp-original-imaghq8jbmgckbew.jpeg?q=70
HP Pavilion Intel Core i7 11th Gen,3.7,18,5,₹78999,₹99990,Intel Core i7 Processor (11th Gen),16 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/l2tcfbk0/computer/i/y/t/14-dy1050tu-thin-and-light-laptop-hp-original-image2tcbjscezyj.jpeg?q=70
HP Victus Core i7 11th Gen,4.4,46,4,₹107999,₹125142,Intel Core i7 Processor (11th Gen),16 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/kvvad8w0/keyboard-skin/k/j/i/laptop-premium-keyboard-cover-protector-fit-with-victus-by-hp-original-imag8njdqea2ucrh.jpeg?q=70
Lenovo Legion 5 Ryzen 7 Octa Core 5800H,4.1,26,5,₹104990,₹162290,AMD Ryzen 7 Octa Core Processor,16 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/k/0/v/15ach6h-gaming-laptop-lenovo-original-imagheh6fngdnzav.jpeg?q=70
HP Pavilion Gaming Core i7 11th Gen,4.5,16,2,₹101900,₹107500,Intel Core i7 Processor (11th Gen),16 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/krjjde80/computer/b/q/h/na-gaming-laptop-hp-original-imag5bg5uwgmhmqj.jpeg?q=70
HP 14s Ryzen 3 Quad Core 4300U,4.4,1445,181,₹53500,₹53900,AMD Ryzen 3 Quad Core Processor,8 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/kgzg8sw0/computer/z/j/j/hp-14s-fr0009au-laptop-original-imafx3rhqwgwzwgy.jpeg?q=70
HP Pavilion Gaming Ryzen 5 Hexa Core 5600H,0,0,0,₹73500,₹88900,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/kulk9zk0/computer/f/t/w/15-ec2075ax-gaming-laptop-hp-original-imag7nyzhxqc7xhh.jpeg?q=70
Lenovo Legion Ryzen 7 Octa Core 5800H,4.7,9,0,₹84990,₹120290,AMD Ryzen 7 Octa Core Processor,16 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/0/x/z/15ach6-gaming-laptop-lenovo-original-imaghnqezskfgzas.jpeg?q=70
HP Athlon Dual Core,2.7,3,1,₹23999,₹38000,AMD Athlon Dual Core Processor,8 GB DDR4 RAM,1 TB SSD,https://rukminim1.flixcart.com/image/312/312/l1tmf0w0/screen-guard/screen-guard/p/t/l/hp-247-g8-laptop-14-black-67u77pa-preyansh-original-imagdb5mryr3wbjw.jpeg?q=70
HP Victus Ryzen 5 Hexa Core 5600H,0,0,0,₹90990,₹109018,AMD Ryzen 5 Hexa Core Processor,16 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/e/z/o/16-e0550ax-gaming-laptop-hp-original-imagjfqztvhqbyyh.jpeg?q=70
HP Ryzen 3 Dual Core,3.8,183,19,₹30990,₹43628,AMD Ryzen 3 Dual Core Processor,8 GB DDR4 RAM,256 GB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/d/o/e/er1501au-laptop-hp-original-imagk3gktwtrz9kt.jpeg?q=70
Primebook 4G Android Based MediaTek MT8788,4.1,650,217,₹16990,₹24990,MediaTek MediaTek MT8788 Processor,4 GB LPDDR4 RAM,29.46 cm (11.6 Inch) Display,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/i/j/k/-original-imagzzsh3afavghf.jpeg?q=70
HP OMEN Core i7 11th Gen,4.1,9,1,₹125500,₹142900,Intel Core i7 Processor (11th Gen),16 GB DDR4 RAM,1 TB SSD,https://rukminim1.flixcart.com/image/312/312/kzn17680/computer/1/i/z/-original-imagbhzqahdzyx4e.jpeg?q=70
HP Pavilion Gaming Ryzen 7 Octa Core AMD R7,4.4,440,39,₹79999,₹92406,AMD Ryzen 7 Octa Core Processor,16 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/kulk9zk0/computer/f/t/w/15-ec2075ax-gaming-laptop-hp-original-imag7nyzhxqc7xhh.jpeg?q=70
HP Victus Ryzen 7 Octa Core 5800H,0,0,0,₹92990,₹121677,AMD Ryzen 7 Octa Core Processor,16 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/kvvad8w0/keyboard-skin/k/j/i/laptop-premium-keyboard-cover-protector-fit-with-victus-by-hp-original-imag8njdqea2ucrh.jpeg?q=70
Primebook 4G Android Based MediaTek MT8788,4,131,51,₹18990,₹24990,MediaTek MediaTek MT8788 Processor,4 GB LPDDR4 RAM,29.46 cm (11.6 Inch) Display,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/i/j/k/-original-imagzzsh3afavghf.jpeg?q=70
MSI Core i5 13th Gen,1.7,3,0,₹61990,₹77990,Intel Core i5 Processor (13th Gen),16 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/b/y/7/-original-imagnqmwwaznaz5e.jpeg?q=70
HP Pavilion x360 Core i7 12th Gen,0,0,0,₹92890,₹100807,Intel Core i7 Processor (12th Gen),16 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/d/r/t/14-ek0088tu-thin-and-light-laptop-hp-original-imagh89bdga9fcys.jpeg?q=70
HP 15s Intel Core i9 11th Gen,0,0,0,₹205500,₹245400,Intel Core i9 Processor (11th Gen),32 GB DDR4 RAM,1 TB SSD,https://rukminim1.flixcart.com/image/312/312/l12h1u80/computer/y/7/2/15-ep1085tx-thin-and-light-laptop-hp-original-imagcpryydzd3kfr.jpeg?q=70
Lenovo IdeaPad Gaming 3 Ryzen 5 Hexa Core 5600H,4.2,95,12,₹53990,₹89490,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,1 TB HDD|256 GB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/v/k/d/14iau7-gaming-laptop-lenovo-original-imaghnq4zafgebtu.jpeg?q=70
HP Victus Core i5 11th Gen,4.4,388,57,₹81900,₹88900,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/d/h/o/-original-imagggyq3zzqggpz.jpeg?q=70
HP Pavilion Intel Core i5 11th Gen,4.2,22,3,₹79000,₹85000,Intel Core i5 Processor (11th Gen),16 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/ktketu80/computer/r/f/r/14-dy0050tu-thin-and-light-laptop-hp-original-imag6w29bs32mq2j.jpeg?q=70
HP Intel Core i5 11th Gen,4.3,1661,136,₹61000,₹64011,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/kbqu4cw0/computer/v/r/y/hp-original-imaftyzqzbyerzgt.jpeg?q=70
Lenovo IdeaPad Gaming 3 Ryzen 5 Hexa Core AMD R5,4.4,171,20,₹68990,₹99640,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/ks99aq80/computer/y/z/7/na-gaming-laptop-lenovo-original-imag5ve3jvhgvsnx.jpeg?q=70
HP HP 250 G7 Core i5 10th Gen,0,0,0,₹54800,₹76800,Intel Core i5 Processor (10th Gen),8 GB DDR4 RAM,512 GB HDD|512 GB SSD,https://rukminim1.flixcart.com/image/312/312/l48s9zk0/computer/q/u/t/250-g7-laptop-notebook-hp-original-imagf6n8stwdjfqj.jpeg?q=70
HP Pavilion Intel Core i5 12th Gen,3.8,16,3,₹86000,0,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/l2hwwi80/computer/9/5/2/eg2036tu-thin-and-light-laptop-hp-original-imagduyqdgd5gtas.jpeg?q=70
HP Pavilion x360 Core i3 11th Gen,4.3,149,16,₹60000,₹65853,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/kevpwnk0/computer/k/u/3/hp-original-imafvgsb3zhg3g2k.jpeg?q=70
Lenovo Legion 5 Ryzen 7 Octa Core 5800H,4.1,26,5,₹104990,₹162290,AMD Ryzen 7 Octa Core Processor,16 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/k/0/v/15ach6h-gaming-laptop-lenovo-original-imagheh6fngdnzav.jpeg?q=70
HP Pavilion Gaming Ryzen 5 Hexa Core 4600H,4.6,35,6,₹71000,₹86900,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,1 TB HDD|256 GB SSD,https://rukminim1.flixcart.com/image/312/312/kbqu4cw0/computer/q/x/r/hp-original-imaftyzachgrav8f.jpeg?q=70
HP Pavilion Core i5 13th Gen,0,0,0,₹76349,₹83704,Intel Core i5 Processor (13th Gen),16 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/3/v/1/pavilion-thin-and-light-laptop-hp-original-imagptxhsxpkw2rz.jpeg?q=70
HP Spectre Core i5 12th Gen,0,0,0,₹109000,₹139500,Intel Core i5 Processor (12th Gen),8 GB LPDDR4X RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/h/s/n/spectre-x360-13-notebook-hp-original-imagg4fa4ng9axqx.jpeg?q=70
Lenovo IdeaPad Ryzen 7 Octa Core 5800H,4.4,75,8,₹72990,₹116090,AMD Ryzen 7 Octa Core Processor,16 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/kynb6vk0/computer/k/j/a/-original-imagaufne7h4hgbz.jpeg?q=70
HP Victus Ryzen 5 Hexa Core 5600H,4.2,16,2,₹68440,₹84198,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/kvvad8w0/keyboard-skin/k/j/i/laptop-premium-keyboard-cover-protector-fit-with-victus-by-hp-original-imag8njdqea2ucrh.jpeg?q=70
HP 14s Intel Celeron Dual Core,3.8,496,44,₹31999,₹36865,Intel Celeron Dual Core Processor,8 GB DDR4 RAM,256 GB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/3/h/8/-original-imagp7pfhjzh6c8z.jpeg?q=70
HP Envy x360 Creator OLED Eyesafe Intel Evo Core i5 12th Gen,3.5,6,3,₹93990,₹110388,Intel Core i5 Processor (12th Gen),16 GB LPDDR4X RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/h/k/z/x360-bf0058tu-thin-and-light-laptop-hp-original-imagh4ypj3ujgska.jpeg?q=70
